U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,0.0439161970516343,0.27351472488668,0.662291377678822,0.534702347087028,0.91437656654746,0.905795398612921,3.36398039618931,0.485571210854192,1.39066045557732,0.57496116536771,-0.364691009668201,0.81206627466879,1.10553657526459,-0.722056067467772,-0.13786926177665,-0.0337124820741389,1.9189108476289,1.32099370544019,1.0596994078449
2,-0.262391478190806,0.0803735707202344,0.535675168778798,0.200384266401834,1.16047305292744,1.07095827970693,4.11378829519573,1.02518617271575,1.39066045557732,-0.275532984906854,-0.39234515080143,0.819048198035421,1.55025629955791,-0.876403700098779,-0.346192616775712,1.12217145303291,1.05090276501398,0.471088305509366,1.626846031606
3,-0.434523073952047,-0.18325037430316,0.381795842434461,-0.33005955223393,0.788926079998013,0.903315475473372,0.0528745539611582,0.659414733702565,0.498389783858246,-0.428470772515035,-1.01591230879339,0.769764033094493,0.692668398792268,-0.768501960589763,0.109398815373573,0.180060954649869,0.827093488930409,1.08213140349884,1.62410287985867
4,-0.513097651514238,-0.426126138468232,0.0184623734169999,-0.243300760373952,0.590874460807184,0.637467714913644,-0.514392775745667,0.338562594217312,0.450485881200877,-1.08912644805503,-0.991630623895921,1.0408269402696,1.11755602727251,-0.611605467970353,0.076017624958293,0.253374280705858,0.554803271736745,0.740811369975429,1.04118313355041
5,0.35355330354671,0.465740518132905,0.879872026513233,0.624287158225833,0.530551460891918,0.561582066843424,-0.479194370006282,0.324561773585228,0.527422452135439,-0.784140046022432,-0.884386515598764,1.168144366367,0.770794836843799,-0.386739375660225,-0.0204169251302939,-0.169376393841298,1.42281135435167,0.911162779111889,0.751094836269943
6,0.715462480708158,0.849276743705135,1.25133200169198,0.894737203209545,0.423785089360473,0.397907139633144,-0.620806560539155,0.339145961743649,0.504196317513685,-0.834378330905352,-0.977466307705731,1.14884140176513,1.07548794524477,-0.436300542101374,0.220669450091173,0.14922824743006,0.902803451759866,0.874129864082224,0.408200867853318
7,0.917226014617852,0.975291430388771,1.09325834958698,0.841042836911838,0.529483797176603,0.352276553865429,-0.708393291099949,0.137300797631108,0.488712227765848,-0.884616615788272,-0.967011693374876,1.49136634810459,1.18366301331612,-0.340010275872856,0.488337143606289,0.417815385878172,0.340291710386616,0.584038696349846,0.492552784083808
8,0.996133535305307,1.08116817682757,1.38581257139325,1.03208174016052,0.488378744136997,0.719801163146694,-0.375236287938798,0.377064850955543,0.341613375161401,-0.241744403923651,-0.789283249750342,0.92993756915251,1.29784780739143,0.0165469158380401,0.26146868282096,-0.108396150673231,-0.323830770573538,0.543302489817214,0.367053591643323
9,0.890590564596771,0.914267369040763,1.62803488407156,0.987995839410825,1.18449548652201,1.03028754021832,-0.123936042311099,1.02693627529476,1.20872240104025,-0.121706024114904,-0.684399860818217,0.671195703212636,1.23354373914902,0.337136861045931,-0.228740280129356,-0.310521675780867,0.398070366230149,-0.176987707509776,0.668800283849953
10,0.973826345912651,0.939592354500186,1.53366255445663,0.968213704459038,1.5827340523343,1.25447259203361,0.211676663576056,1.46737875767906,1.29582040587183,0.284646120867297,-0.547140892022799,0.526218118011405,1.39159953305327,0.701340632722033,-0.0265986270590495,-0.189931531987837,0.375490201877504,-0.310923416867066,0.382826714190488
